Day 1- Position 7 11-37-23 v2-JT,01:09:52:02,5.Qb3#,3
Day 1- Position 7 11-37-23 v2-JT,01:09:57:13,.reset,3
Day 1- Position 7 11-37-23 v2-JT,01:10:20:17,5.Kd1,3
Day 1- Position 7 11-37-23 v2-JT,01:10:27:08,6.Rxa4,3
Day 1- Position 7 11-37-23 v2-JT,01:10:37:20,6.Qd6+,3
Day 1- Position 7 11-37-23 v2-JT,01:10:53:18,7.Rb4,3
Day 1- Position 7 11-37-23 v2-JT,01:11:05:20,7.Qxh2,3
Day 1- Position 7 11-37-23 v2-JT,01:11:12:20,8.Rb1+,3
Day 1- Position 7 11-37-23 v2-JT,01:11:15:03,8.Kc2,3
Day 1- Position 7 11-37-23 v2-JT,01:11:16:21,9.Rb2+,3
Day 1- Position 7 11-37-23 v2-JT,,9.Kd3,3
Day 1- Position 7 11-37-23 v2-JT,,10.Rxh2,3
Day 1- Position 7 11-37-23 v2-JT,01:11:26:12,.end,3
Day 1- Position 8 11-47-39,01:17:22:00,.start,3
Day 1- Position 8 11-47-39,01:17:41:00,5.Nc7,3
Day 1- Position 8 11-47-39,01:17:47:07,5.Rxd1,3
Day 1- Position 8 11-47-39,01:17:48:15,6.Rxd1,3
Day 1- Position 8 11-47-39,01:18:13:00,.end,3
Day 1- Position 9 11-56-50 v2-JT,01:22:21:10,.start,3
Day 1- Position 9 11-56-50 v2-JT,01:23:21:16,6.c8=R,3
Day 1- Position 9 11-56-50 v2-JT,01:22:41:07,6.c8=Q,3
Day 1- Position 9 11-56-50 v2-JT,01:22:51:17,6.Rc4+,3
Day 1- Position 9 11-56-50 v2-JT,01:23:02:04,7.Qxc4,3
Day 1- Position 9 11-56-50 v2-JT,01:23:14:00,.reset,3
Day 1- Position 9 11-56-50 v2-JT,01:23:42:00,6.Ra4,3
Day 1- Position 9 11-56-50 v2-JT,01:23:52:00,7.Kb3,3
Day 1- Position 9 11-56-50 v2-JT,01:24:01:07,.end,3
Day 1- Position 10 11-59-24,01:24:40:19,.start,3
Day 1- Position 10 11-59-24,01:26:23:14,7.Nb6,3
Day 1- Position 10 11-59-24,01:25:01:11,7.Bxe3,3
Day 1- Position 10 11-59-24,01:25:05:10,.reset,3
Day 1- Position 10 11-59-24,01:25:17:05,7.Ne6,3
Day 1- Position 10 11-59-24,01:25:19:05,7.Bxf4,3
Day 1- Position 10 11-59-24,01:25:20:00,8.Nxf4,3
Day 1- Position 10 11-59-24,01:25:41:09,.reset,3
Day 1- Position 10 11-59-24,01:27:27:04,7.Kxb6,3
Day 1- Position 10 11-59-24,01:26:37:01,7.Bxf4,3
Day 1- Position 10 11-59-24,01:26:40:06,8.Nc4#,3
Day 1- Position 10 11-59-24,01:27:02:10,.reset,3
Day 1- Position 10 11-59-24,01:27:07:02,7.Bxb6,3
Day 1- Position 10 11-59-24,01:27:10:17,8.Bd2#,3
Day 1- Position 10 11-59-24,01:27:22:10,.reset,3
Day 1- Position 10 11-59-24,01:27:32:07,8.Nd5+,3
Day 1- Position 10 11-59-24,01:27:35:18,8.Kc5,3
Day 1- Position 10 11-59-24,01:27:36:18,9.Nxe3,3
Day 1- Position 10 11-59-24,01:27:51:06,.end,3
Day 1- Position 11 12-21-33 v2-JT,01:29:37:02,.start,3
Day 1- Position 11 12-21-33 v2-JT,01:30:31:20,12.Rh4,3
Day 1- Position 11 12-21-33 v2-JT,01:30:09:19,12.Ra3+,3
Day 1- Position 11 12-21-33 v2-JT,01:30:10:20,12.Kxc4,3
Day 1- Position 11 12-21-33 v2-JT,01:30:12:03,.reset,3
Day 1- Position 11 12-21-33 v2-JT,01:30:42:05,12.Rxh4,3
Day 1- Position 11 12-21-33 v2-JT,01:30:44:10,13.Ra3+,3
Day 1- Position 11 12-21-33 v2-JT,01:30:48:05,13.Kd4,3
Day 1- Position 11 12-21-33 v2-JT,01:30:49:06,14.Ra4+,3
Day 1- Position 11 12-21-33 v2-JT,,14.Kd3,3
Day 1- Position 11 12-21-33 v2-JT,,15.Rxh4,3
Day 1- Position 11 12-21-33 v2-JT,01:30:56:10,.end,3
Day 1- Position 12 12-23-02,01:31:14:04,.start,3
Day 1- Position 12 12-23-02,01:31:59:00,12.O-O-O,3
Day 1- Position 12 12-23-02,01:31:24:03,12.Rh4,3
Day 1- Position 12 12-23-02,01:31:28:12,12.Rxh4,3
Day 1- Position 12 12-23-02,01:31:32:12,13.Ra3+,3
Day 1- Position 12 12-23-02,01:31:33:14,13.Kf4,3
Day 1- Position 12 12-23-02,01:31:35:02,14.Ra4+,3
Day 1- Position 12 12-23-02,01:31:36:05,14.Kg5,3
Day 1- Position 12 12-23-02,01:31:39:16,.reset,3
Day 1- Position 12 12-23-02,01:32:23:04,.end,3
Day 1- Position 13 12-25-04,01:33:01:16,.start,3
Day 1- Position 13 12-25-04,01:35:18:10,12.Rb6+,3
Day 1- Position 13 12-25-04,01:33:58:05,12.Ka6,3
Day 1- Position 13 12-25-04,01:34:03:16,12.Qxh6+,3
Day 1- Position 13 12-25-04,01:34:06:14,.reset,3
Day 1- Position 13 12-25-04,01:35:24:09,12.Bxb6,3
Day 1- Position 13 12-25-04,01:35:28:16,13.Ka6,3
Day 1- Position 13 12-25-04,01:35:53:12,13.Rd7,3
Day 1- Position 13 12-25-04,01:35:35:15,13.Kc7,3
Day 1- Position 13 12-25-04,01:35:37:03,14.Qb7#,3
Day 1- Position 13 12-25-04,01:35:41:00,.reset,3
Day 1- Position 13 12-25-04,01:35:48:16,13.Qe7,3
Day 1- Position 13 12-25-04,01:35:50:08,14.Qxe7,3
Day 1- Position 13 12-25-04,01:35:51:17,.reset,3
Day 1- Position 13 12-25-04,01:36:13:17,14.Qa8+,3
Day 1- Position 13 12-25-04,01:36:24:16,14.Kxa8,3
Day 1- Position 13 12-25-04,01:36:22:08,14.Kc7,3
Day 1- Position 13 12-25-04,01:36:23:08,15.Qxf8,3
Day 1- Position 13 12-25-04,01:36:23:22,.reset,3
Day 1- Position 13 12-25-04,01:36:30:16,15.Nxb6+,3
Day 1- Position 13 12-25-04,01:36:34:10,15.Kb8,3
Day 1- Position 13 12-25-04,01:36:35:16,16.Nxd7+,3
Day 1- Position 13 12-25-04,01:36:41:08,16.Kc7,3
Day 1- Position 13 12-25-04,01:36:42:09,17.Nxf8,3
Day 1- Position 13 12-25-04,01:36:53:15,.end,3
Day 1- Position 14 12-57-06 v2-JT,01:00:33:07,.start,4
Day 1- Position 14 12-57-06 v2-JT,01:00:42:00,1.Kd7,4
Day 1- Position 14 12-57-06 v2-JT,01:00:43:11,2.Rxh6,4
Day 1- Position 14 12-57-06 v2-JT,01:00:49:08,.end,4
Day 1- Position 15 12-57-53 v3-JT,01:01:01:19,.start,4
Day 1- Position 15 12-57-53 v3-JT,01:01:39:19,1.Kd3,4
Day 1- Position 15 12-57-53 v3-JT,,switch,4
Day 1- Position 15 12-57-53 v3-JT,01:01:42:13,2.Ke4,4
Day 1- Position 15 12-57-53 v3-JT,01:01:47:21,.end,4
Day 1- Position 16 12-58-08,,.start,4
Day 1- Position 16 12-58-08,,17.Ke4,4
Day 1- Position 16 12-58-08,,.end,4
Day 1- Position 17 12-58-42,01:02:09:11,.start,4
Day 1- Position 17 12-58-42,01:02:15:06,17.Bc3,4
Day 1- Position 17 12-58-42,01:02:37:15,.end,4
Day 1- Position 18 12-59-34,01:02:59:15,.start,4
Day 1- Position 18 12-59-34,01:03:20:04,17.Bg3,4
Day 1- Position 18 12-59-34,01:03:05:09,17.Bc3,4
Day 1- Position 18 12-59-34,01:03:12:07,.reset,4
Day 1- Position 18 12-59-34,01:03:35:13,.end,4
Day 1- Position 19 13-00-47 v2-JT,01:04:12:23,.start,4
Day 1- Position 19 13-00-47 v2-JT,01:04:42:01,17.Ke2,4
Day 1- Position 19 13-00-47 v2-JT,01:04:55:14,18.Kf2,4
Day 1- Position 19 13-00-47 v2-JT,01:05:00:10,18.Rh1,4
Day 1- Position 19 13-00-47 v2-JT,01:05:03:18,19.Rxa2,4
Day 1- Position 19 13-00-47 v2-JT,01:05:05:16,19.Rh2+,4
Day 1- Position 19 13-00-47 v2-JT,,20.Kf3,4
Day 1- Position 19 13-00-47 v2-JT,,20.Rxa2,4
Day 1- Position 19 13-00-47 v2-JT,01:05:13:15,.end,4
Day 1- Position 20 13-01-45 v2-JT,01:05:16:06,.start,4
Day 1- Position 20 13-01-45 v2-JT,01:05:47:16,18.Kf3,4
Day 1- Position 20 13-01-45 v2-JT,01:05:18:17,18.Kg2,4
Day 1- Position 20 13-01-45 v2-JT,01:05:38:19,.reset,4
Day 1- Position 20 13-01-45 v2-JT,01:05:51:12,18.Rf1+,4
Day 1- Position 20 13-01-45 v2-JT,01:05:56:02,.end,4
Day 1- Position 21 13-04-04,01:06:04:20,.start,4
Day 1- Position 21 13-04-04,01:06:31:03,19.Bxe5,4
Day 1- Position 21 13-04-04,01:06:42:19,20.Nc6,4
Day 1- Position 21 13-04-04,01:06:50:13,20.Qf6,4
Day 1- Position 21 13-04-04,01:07:12:08,21.Nxe5,4
Day 1- Position 21 13-04-04,01:06:59:16,21.Nxb8,4
Day 1- Position 21 13-04-04,01:07:10:03,.reset,4
Day 1- Position 21 13-04-04,01:07:32:08,21.Qxe5,4
Day 1- Position 21 13-04-04,01:07:34:11,22.Bf4,4
Day 1- Position 21 13-04-04,01:07:49:09,.end,4
Day 1- Position 22 13-06-52 v2-JT,01:08:30:01,.start,4
Day 1- Position 22 13-06-52 v2-JT,01:09:04:03,22.Ra8,4
Day 1- Position 22 13-06-52 v2-JT,01:10:06:21,22.Qxa2,4
Day 1- Position 22 13-06-52 v2-JT,01:09:21:08,22.Qxa8,4
Day 1- Position 22 13-06-52 v2-JT,01:09:23:17,23.Bf3+,4
Day 1- Position 22 13-06-52 v2-JT,01:09:29:05,.reset,4
Day 1- Position 22 13-06-52 v2-JT,01:09:32:03,22.Qe6,4
Day 1- Position 22 13-06-52 v2-JT,01:09:34:04,23.Ra6+,4
Day 1- Position 22 13-06-52 v2-JT,01:09:37:03,.reset,4
Day 1- Position 22 13-06-52 v2-JT,01:09:38:04,22.Qd5,4
Day 1- Position 22 13-06-52 v2-JT,01:09:39:06,23.Bf3,4
Day 1- Position 22 13-06-52 v2-JT,01:09:46:06,.reset,4
Day 1- Position 22 13-06-52 v2-JT,01:09:47:08,22.Qc4,4
Day 1- Position 22 13-06-52 v2-JT,01:09:48:01,23.Rc8+,4
Day 1- Position 22 13-06-52 v2-JT,01:09:51:22,.reset,4
Day 1- Position 22 13-06-52 v2-JT,01:09:54:03,22.Qh7,4
Day 1- Position 22 13-06-52 v2-JT,01:09:56:08,23.Bg6,4
Day 1- Position 22 13-06-52 v2-JT,01:10:00:03,23.Qxg6,4
Day 1- Position 22 13-06-52 v2-JT,01:10:01:05,24.Ra6+,4
Day 1- Position 22 13-06-52 v2-JT,01:10:03:00,.reset,4
Day 1- Position 22 13-06-52 v2-JT,01:10:13:10,23.Rxa4,4
Day 1- Position 22 13-06-52 v2-JT,01:10:25:02,23.Qg8,4
Day 1- Position 22 13-06-52 v2-JT,01:10:16:01,23.Qxa4,4
Day 1- Position 22 13-06-52 v2-JT,01:10:20:01,24.Be8+,4
Day 1- Position 22 13-06-52 v2-JT,01:10:22:17,.reset,4
Day 1- Position 22 13-06-52 v2-JT,01:10:26:10,24.Ra8,4
Day 1- Position 22 13-06-52 v2-JT,01:10:31:02,24.Qh7,4
Day 1- Position 22 13-06-52 v2-JT,01:10:32:05,25.Bg6,4
Day 1- Position 22 13-06-52 v2-JT,,25.Qxg6,4
Day 1- Position 22 13-06-52 v2-JT,,26.Ra6+,4
Day 1- Position 22 13-06-52 v2-JT,01:11:12:21,.end,4
Day 1- Position 23 13-10-28 v2-JT,01:12:01:17,.start,4
Day 1- Position 23 13-10-28 v2-JT,01:13:30:22,26.Ra5+,4
Day 1- Position 23 13-10-28 v2-JT,01:14:54:10,26.Ke4,4
Day 1- Position 23 13-10-28 v2-JT,01:13:45:15,26.Kc6,4
Day 1- Position 23 13-10-28 v2-JT,01:13:46:20,27.Ba4,4
Day 1- Position 23 13-10-28 v2-JT,01:13:49:16,.reset,4
Day 1- Position 23 13-10-28 v2-JT,01:13:51:02,26.Ke6,4
Day 1- Position 23 13-10-28 v2-JT,01:13:52:04,27.Bg4,4
Day 1- Position 23 13-10-28 v2-JT,01:13:54:21,.reset,4
Day 1- Position 23 13-10-28 v2-JT,01:13:56:12,26.Kc4,4
Day 1- Position 23 13-10-28 v2-JT,01:13:57:07,27.Be2,4
Day 1- Position 23 13-10-28 v2-JT,01:13:58:16,.reset,4
Day 1- Position 23 13-10-28 v2-JT,01:14:01:08,26.b5,4
Day 1- Position 23 13-10-28 v2-JT,01:14:05:21,27.Rxb5,4
Day 1- Position 23 13-10-28 v2-JT,01:14:09:13,27.Qxb5,4
Day 1- Position 23 13-10-28 v2-JT,01:14:16:01,28.c4,4
Day 1- Position 23 13-10-28 v2-JT,01:14:34:19,28.Qxc4,4
Day 1- Position 23 13-10-28 v2-JT,01:14:28:23,28.Kxc4,4
Day 1- Position 23 13-10-28 v2-JT,01:14:30:03,29.Be2,4
Day 1- Position 23 13-10-28 v2-JT,01:14:32:21,.reset,4
Day 1- Position 23 13-10-28 v2-JT,01:14:35:15,29.Bb3,4
Day 1- Position 23 13-10-28 v2-JT,01:14:45:20,.reset,4
Day 1- Position 23 13-10-28 v2-JT,01:15:26:05,27.Rf5,4
Day 1- Position 23 13-10-28 v2-JT,01:15:52:09,28.Bc2#,4
Day 1- Position 23 13-10-28 v2-JT,01:15:55:03,.reset,4
Day 1- Position 23 13-10-28 v2-JT,01:16:03:06,27.Qxf5,4
Day 1- Position 23 13-10-28 v2-JT,01:15:56:23,27.Kxf5,4
Day 1- Position 23 13-10-28 v2-JT,01:15:58:10,28.Bg4+,4
Day 1- Position 23 13-10-28 v2-JT,01:16:01:15,.reset,4
Day 1- Position 23 13-10-28 v2-JT,01:16:05:22,28.Bc2+,4
Day 1- Position 23 13-10-28 v2-JT,01:16:08:18,.end,4
Day 2- Position 24 10-45-18,01:00:22:21,.start,5
Day 2- Position 24 10-45-18,01:00:38:02,9.e5,5
Day 2- Position 24 10-45-18,01:00:42:23,.end,5
Day 2- Position 25 10-45-34,01:00:50:17,.start,5
Day 2- Position 25 10-45-34,01:00:54:19,9.e5+,5
Day 2- Position 25 10-45-34,01:01:03:15,.end,5
Day 2- Position 26 10-45-51,01:01:07:20,.start,5
Day 2- Position 26 10-45-51,01:01:10:10,9.e5+,5
Day 2- Position 26 10-45-51,01:01:16:15,9.Rxf3+,5
Day 2- Position 26 10-45-51,01:01:20:20,.end,5
Day 2- Position 27 10-47-00 v4-JT,01:01:58:09,.start,5
Day 2- Position 27 10-47-00 v4-JT,01:02:24:05,1.a4,5
Day 2- Position 27 10-47-00 v4-JT,01:02:26:13,2.Bc2,5
Day 2- Position 27 10-47-00 v4-JT,01:02:35:19,2.bxc3,5
Day 2- Position 27 10-47-00 v4-JT,01:02:32:00,2.b3,5
Day 2- Position 27 10-47-00 v4-JT,01:02:34:05,.reset,5
Day 2- Position 27 10-47-00 v4-JT,01:02:36:23,3.e5+,5
Day 2- Position 27 10-47-00 v4-JT,01:02:46:19,.end,5
Day 2- Position 28 10-49-37 v2-JT,01:03:53:11,.start,5
Day 2- Position 28 10-49-37 v2-JT,01:04:17:20,28.Qd8,5
Day 2- Position 28 10-49-37 v2-JT,01:04:00:10,28.hxg6,5
Day 2- Position 28 10-49-37 v2-JT,01:04:02:00,29.Qxg6+,5
Day 2- Position 28 10-49-37 v2-JT,01:04:04:01,.reset,5
Day 2- Position 28 10-49-37 v2-JT,01:04:13:23,28.Bf7,5
Day 2- Position 28 10-49-37 v2-JT,01:04:14:09,29.Ne7+,5
Day 2- Position 28 10-49-37 v2-JT,01:04:15:10,.reset,5
Day 2- Position 28 10-49-37 v2-JT,01:04:29:15,29.Ne7+,5
Day 2- Position 28 10-49-37 v2-JT,01:04:43:14,29.Kf7,5
Day 2- Position 28 10-49-37 v2-JT,01:04:47:12,30.Qh5+,5
Day 2- Position 28 10-49-37 v2-JT,01:04:49:18,30.Kxe7,5
Day 2- Position 28 10-49-37 v2-JT,01:04:51:05,31.Bg5+,5
Day 2- Position 28 10-49-37 v2-JT,01:05:16:23,.end,5
Day 2- Position 29 10-52-04 v2-JT,01:05:25:09,.start,5
Day 2- Position 29 10-52-04 v2-JT,01:06:31:04,31.h5,5
Day 2- Position 29 10-52-04 v2-JT,01:05:42:20,31.Qh6+,5
Day 2- Position 29 10-52-04 v2-JT,01:05:45:04,32.Rh5,5
Day 2- Position 29 10-52-04 v2-JT,01:05:52:00,.reset,5
Day 2- Position 29 10-52-04 v2-JT,01:07:09:10,32.gxh5,5
Day 2- Position 29 10-52-04 v2-JT,01:06:49:14,32.Rxg5,5
Day 2- Position 29 10-52-04 v2-JT,01:06:51:04,32.hxg4+,5
Day 2- Position 29 10-52-04 v2-JT,01:07:00:11,.reset,5
Day 2- Position 29 10-52-04 v2-JT,01:07:01:16,32.Qe1+,5
Day 2- Position 29 10-52-04 v2-JT,01:07:05:03,.reset,5
Day 2- Position 29 10-52-04 v2-JT,01:07:11:07,32.Qxf5,5
Day 2- Position 29 10-52-04 v2-JT,01:07:23:08,.end,5
Day 2- Position 30 10-55-32,01:08:13:12,.start,5
Day 2- Position 30 10-55-32,01:09:06:19,32.Rcd8,5
Day 2- Position 30 10-55-32,01:08:41:14,32.Rdc7,5
Day 2- Position 30 10-55-32,01:08:43:05,.reset,5
Day 2- Position 30 10-55-32,01:08:44:15,32.Rdd8,5
Day 2- Position 30 10-55-32,01:08:45:20,.reset,5
Day 2- Position 30 10-55-32,01:09:18:01,33.Qxd7,5
Day 2- Position 30 10-55-32,01:09:21:13,33.Rxd7,5
Day 2- Position 30 10-55-32,01:09:23:14,34.Re8+,5
Day 2- Position 30 10-55-32,01:09:24:22,34.Kh7,5
Day 2- Position 30 10-55-32,01:09:25:22,35.Be4+,5
Day 2- Position 30 10-55-32,01:09:28:23,35.g6,5
Day 2- Position 30 10-55-32,01:09:30:17,36.Rxd7,5
Day 2- Position 30 10-55-32,01:09:52:20,.end,5
Day 2- Position 31 10-58-03 v2-JT,01:10:20:04,.start,5
Day 2- Position 31 10-58-03 v2-JT,01:11:07:15,31.Bf6,5
Day 2- Position 31 10-58-03 v2-JT,01:11:14:01,31.Qxh5,5
Day 2- Position 31 10-58-03 v2-JT,01:11:16:13,32.Rxg7+,5
Day 2- Position 31 10-58-03 v2-JT,01:11:18:23,32.Kh8,5
Day 2- Position 31 10-58-03 v2-JT,01:11:21:02,33.Rxf7+,5
Day 2- Position 31 10-58-03 v2-JT,01:11:23:11,33.Kg8,5
Day 2- Position 31 10-58-03 v2-JT,01:11:24:10,34.Rg7+,5
Day 2- Position 31 10-58-03 v2-JT,01:11:27:00,34.Kh8,5
Day 2- Position 31 10-58-03 v2-JT,01:11:28:00,35.Rxb7+,5
Day 2- Position 31 10-58-03 v2-JT,01:11:30:23,35.Kg8,5
Day 2- Position 31 10-58-03 v2-JT,01:11:32:08,36.Rg7+,5
Day 2- Position 31 10-58-03 v2-JT,01:11:33:12,36.Kh8,5
Day 2- Position 31 10-58-03 v2-JT,01:11:34:12,37.Rg5+,5
Day 2- Position 31 10-58-03 v2-JT,,37.Kh7,5
Day 2- Position 31 10-58-03 v2-JT,,38.Rxh5,5
Day 2- Position 31 10-58-03 v2-JT,01:11:41:17,.end,5
Day 2- Position 32 11-00-56 v2-JT,01:11:47:18,.start,5
Day 2- Position 32 11-00-56 v2-JT,01:13:08:03,38.Qe1+,5
Day 2- Position 32 11-00-56 v2-JT,01:13:22:09,38.Kg2,5
Day 2- Position 32 11-00-56 v2-JT,01:13:12:15,38.Kh2,5
Day 2- Position 32 11-00-56 v2-JT,01:13:13:16,39.Bf3,5
Day 2- Position 32 11-00-56 v2-JT,01:13:19:18,40.Qh1#,5
Day 2- Position 32 11-00-56 v2-JT,01:13:21:10,.reset,5
Day 2- Position 32 11-00-56 v2-JT,01:13:26:10,39.Bh3+,5
Day 2- Position 32 11-00-56 v2-JT,01:13:46:00,39.Kxh3,5
Day 2- Position 32 11-00-56 v2-JT,01:13:32:09,39.Kf3,5
Day 2- Position 32 11-00-56 v2-JT,01:13:34:22,40.Qe3#,5
Day 2- Position 32 11-00-56 v2-JT,01:13:36:06,.reset,5
Day 2- Position 32 11-00-56 v2-JT,01:13:37:01,39.Kh2,5
Day 2- Position 32 11-00-56 v2-JT,01:13:37:23,40.Qe5+,5
Day 2- Position 32 11-00-56 v2-JT,01:13:40:08,40.Kxh3,5
Day 2- Position 32 11-00-56 v2-JT,01:13:41:10,41.Qg3#,5
Day 2- Position 32 11-00-56 v2-JT,01:13:43:10,.reset,5
Day 2- Position 32 11-00-56 v2-JT,01:13:49:05,40.Qg1,5
Day 2- Position 32 11-00-56 v2-JT,01:13:56:21,40.Kh4,5
Day 2- Position 32 11-00-56 v2-JT,01:14:06:15,41.Qh2+,5
Day 2- Position 32 11-00-56 v2-JT,01:14:33:20,41.Kg5,5
Day 2- Position 32 11-00-56 v2-JT,01:14:26:14,41.Kg4,5
Day 2- Position 32 11-00-56 v2-JT,01:14:29:17,42.f3+,5
Day 2- Position 32 11-00-56 v2-JT,01:14:32:23,.reset,5
Day 2- Position 32 11-00-56 v2-JT,01:14:35:14,42.f4+,5
Day 2- Position 32 11-00-56 v2-JT,01:14:40:18,43.Qxa2,5
Day 2- Position 32 11-00-56 v2-JT,,42.f3+,5
Day 2- Position 32 11-00-56 v2-JT,,42.Kxf3,5
Day 2- Position 32 11-00-56 v2-JT,,43.Qxa2,5
Day 2- Position 32 11-00-56 v2-JT,01:14:42:13,.end,5
Day 2- Position 33 11-48-09,01:00:11:10,.start,7
Day 2- Position 33 11-48-09,01:00:36:00,43.Bf6+,7
Day 2- Position 33 11-48-09,01:00:23:13,43.Re8,7
Day 2- Position 33 11-48-09,01:00:25:04,43.Kf7,7
Day 2- Position 33 11-48-09,01:00:28:01,.reset,7
Day 2- Position 33 11-48-09,01:00:45:18,43.Kxf6,7
Day 2- Position 33 11-48-09,01:00:48:03,44.Rh6+,7
Day 2- Position 33 11-48-09,01:00:56:10,.end,7
Day 2- Position 34 11-49-45,01:01:22:16,.start,7
Day 2- Position 34 11-49-45,01:01:34:13,44.Qd4+,7
Day 2- Position 34 11-49-45,01:01:36:02,45.Kh1,7
Day 2- Position 34 11-49-45,01:01:44:08,45.Qf2,7
Day 2- Position 34 11-49-45,01:02:03:16,46.Qb5,7
Day 2- Position 34 11-49-45,01:01:57:04,46.Rxf2,7
Day 2- Position 34 11-49-45,01:01:58:09,46.Re1+,7
Day 2- Position 34 11-49-45,01:02:00:16,.reset,7
Day 2- Position 34 11-49-45,01:02:06:07,46.Re1,7
Day 2- Position 34 11-49-45,01:02:14:10,.end,7
Day 2- Position 35 11-52-15,01:02:52:21,.start,7
Day 2- Position 35 11-52-15,01:03:28:13,44.Qd5+,7
Day 2- Position 35 11-52-15,01:03:32:10,44.Qxd5,7
Day 2- Position 35 11-52-15,01:03:36:06,45.g8=Q+,7
Day 2- Position 35 11-52-15,01:03:46:23,45.Ke7,7
Day 2- Position 35 11-52-15,01:03:48:20,46.Qxd5,7
Day 2- Position 35 11-52-15,01:03:50:21,.start,7
Day 2- Position 36 11-53-59,01:03:58:11,.start,7
Day 2- Position 36 11-53-59,01:04:33:06,46.Qa3+,7
Day 2- Position 36 11-53-59,01:04:42:07,46.Kxa3,7
Day 2- Position 36 11-53-59,01:04:49:19,47.Nc2#,7
Day 2- Position 36 11-53-59,01:05:10:21,.end,7
Day 2- Position 37 12-04-06 v2-JT,01:05:19:09,.start,7
Day 2- Position 37 12-04-06 v2-JT,01:06:50:02,47.Rg3,7
Day 2- Position 37 12-04-06 v2-JT,01:05:49:10,47.Qe3+,7
Day 2- Position 37 12-04-06 v2-JT,01:05:57:12,48.Be2,7
Day 2- Position 37 12-04-06 v2-JT,01:06:00:03,.reset,7
Day 2- Position 37 12-04-06 v2-JT,01:06:08:03,47.Bh4+,7
Day 2- Position 37 12-04-06 v2-JT,01:06:16:01,48.Ke2,7
Day 2- Position 37 12-04-06 v2-JT,01:06:11:04,48.Qxh4,7
Day 2- Position 37 12-04-06 v2-JT,01:06:12:13,48.Qe3+,7
Day 2- Position 37 12-04-06 v2-JT,01:06:15:03,.reset,7
Day 2- Position 37 12-04-06 v2-JT,01:06:21:00,.reset,7
Day 2- Position 37 12-04-06 v2-JT,,48.Qe3+,7
Day 2- Position 37 12-04-06 v2-JT,,49.Be2,7
Day 2- Position 37 12-04-06 v2-JT,,49.Qxe2#,7
Day 2- Position 37 12-04-06 v2-JT,01:07:07:01,48.Qxg3,7
Day 2- Position 37 12-04-06 v2-JT,01:06:58:15,48.hxg3,7
Day 2- Position 37 12-04-06 v2-JT,01:07:03:10,48.Qe3+,7
Day 2- Position 37 12-04-06 v2-JT,,49.Be2,7
Day 2- Position 37 12-04-06 v2-JT,,49.Qxe2#,7
Day 2- Position 37 12-04-06 v2-JT,01:07:06:09,.reset,7
